timestamp,sample_id,detector_id,temperature_C,bias_voltage_V,signal_mV,noise_mV,is_event,rolling_mean_mV,rolling_std_mV
2025-01-01 12:00:00.000,0,D1,21.981593775200924,4.989948445050014,50.0,1.9282177100283788,0,50.0,0.0
2025-01-01 12:00:00.100,1,D1,22.14952061229115,5.0012501625486125,49.73473124275539,2.661020905779458,0,49.867365621377694,0.1875733370845937
2025-01-01 12:00:00.200,2,D1,22.17362972429274,4.999620091207431,50.052964565284526,2.9078978013801278,0,49.92923193601331,0.17051158626997373
2025-01-01 12:00:00.300,3,D1,22.28783449338894,4.988761962107711,49.70139342666047,3.4727468209559746,0,49.87227230867509,0.17988995882918182
2025-01-01 12:00:00.400,4,D1,22.157822240282243,4.9962743849141455,49.6755657698008,0.5677164752696319,0,49.83293100090024,0.17891056551488047
2025-01-01 12:00:00.500,5,D1,21.912089454967784,4.9899256612012275,49.648140555042005,0.6103530444538713,0,49.8021325932572,0.17691366211337023
2025-01-01 12:00:00.600,6,D1,21.869712432111683,5.015278572974119,49.77045130315942,0.8587480362161903,0,49.7976066946718,0.1619426529402928
2025-01-01 12:00:00.700,7,D1,22.131833693178688,5.009796392113938,49.6213635254556,1.7337598072121416,0,49.77557629851977,0.16236268259956385
2025-01-01 12:00:00.800,8,D1,22.155011188654882,4.995722775812035,49.68809895692477,0.27455117348064817,0,49.76585659389811,0.15465021673021626
2025-01-01 12:00:00.900,9,D1,21.8176147544125,5.005833805089756,49.88874236723419,1.6795330600189258,0,49.778145171231714,0.15089523158550566
2025-01-01 12:00:01.000,10,D1,22.208047943474543,4.998041419340421,49.8608986145478,0.40552849296300075,0,49.7642350326865,0.13359057935289498
2025-01-01 12:00:01.100,11,D1,22.025316913252976,5.0010265587184275,49.80148143304617,0.7499398671351598,0,49.770910051715575,0.13362021136026178
2025-01-01 12:00:01.200,12,D1,21.810701504074487,5.00446932325919,49.67481208350171,1.482712062398352,0,49.73309480353729,0.0919355987622751
2025-01-01 12:00:01.300,13,D1,22.110584350884185,5.020877947690609,49.87087977907351,1.617155705886393,0,49.7500434387786,0.1006515158025784
2025-01-01 12:00:01.400,14,D1,22.105010211774445,5.01690554781089,49.81930456384079,0.6640390399203921,0,49.764417318182595,0.09908506159273293
2025-01-01 12:00:01.500,15,D1,22.092052652250043,4.995692002349709,49.92887219660682,0.8949808915009804,0,49.792490482339076,0.10220064188265182
2025-01-01 12:00:01.600,16,D1,21.860403976475506,5.015047062589179,49.92034976191313,0.17718548366333928,0,49.80748032821445,0.10935165292234866
2025-01-01 12:00:01.700,17,D1,21.899796998924725,5.005491536188599,49.689614711158896,2.4086674122958756,0,49.814305446784786,0.09798360007412245
2025-01-01 12:00:01.800,18,D1,22.286543421526787,5.016518284787912,49.856905929934406,1.3400268989139863,0,49.83118614408574,0.08784090202652639
2025-01-01 12:00:01.900,19,D1,22.129549094379975,5.014362186344672,49.86249548989092,0.11053180383380062,0,49.828561456351416,0.08630880158162747
2025-01-01 12:00:02.000,20,D1,21.848231713522743,5.003830423094067,49.90238143152276,0.23718823954271764,0,49.83270973804891,0.08899094685401955
2025-01-01 12:00:02.100,21,D1,22.196065870134902,5.005108946891857,49.92440043667521,0.09757148304718163,0,49.845001638411816,0.0926136338857396
2025-01-01 12:00:02.200,22,D1,21.677303662310518,4.999440216072713,49.9603225121044,0.2577878576338132,0,49.87355268127209,0.07701252817153134
